jobid,node_hours,queue_state,load,#nodes,rem_node-hours
12789,0.0,0.003,0.743,0.028,0.059
13432,0.0,0.003,0.786,0.014,0.059
13434,0.0,0.003,0.8,0.014,0.059
13449,0.001,0.003,0.843,0.028,0.059
13453,0.0,0.003,0.914,0.014,0.059
13466,0.0,0.003,0.9,0.014,0.059
13467,0.0,0.007,0.9,0.014,0.059
13468,0.0,0.01,0.9,0.014,0.059
13469,0.0,0.013,0.9,0.014,0.059
13470,0.0,0.016,0.9,0.014,0.059
13471,0.0,0.02,0.886,0.014,0.059
13472,0.0,0.023,0.886,0.014,0.059
13473,0.0,0.026,0.886,0.014,0.059
13474,0.0,0.029,0.886,0.014,0.059
13475,0.0,0.033,0.886,0.014,0.059
15515,0.0,0.003,0.971,0.901,0.086
15658,0.0,0.007,0.743,0.007,0.086
15664,0.0,0.003,0.779,0.007,0.086
15665,0.0,0.003,0.786,0.007,0.086
15669,0.0,0.003,0.807,0.042,0.086
15670,0.0,0.003,0.786,0.007,0.086
15671,0.0,0.003,0.793,0.007,0.086
15672,0.0,0.007,0.793,0.007,0.086
15678,0.0,0.003,0.843,0.042,0.086
15684,0.0,0.003,0.914,0.007,0.086
15685,0.0,0.003,0.914,0.007,0.086
15686,0.0,0.007,0.914,0.007,0.086
15690,0.0,0.003,0.957,0.007,0.086
15691,0.0,0.003,0.957,0.007,0.086
15692,0.0,0.007,0.957,0.007,0.086
15695,0.0,0.003,0.986,0.007,0.086
15699,0.0,0.003,1.0,0.007,0.086
15700,0.0,0.007,1.0,0.007,0.086
15701,0.0,0.01,1.0,0.007,0.086
15746,0.0,0.01,1.0,0.014,0.086
17200,0.0,0.003,0.929,0.113,0.092
17794,0.0,0.003,0.929,0.028,0.119
17795,0.0,0.003,0.929,0.028,0.117
17796,0.0,0.003,0.929,0.014,0.116
17797,0.0,0.003,0.943,0.014,0.116
17798,0.0,0.007,0.929,0.014,0.116
17799,0.0,0.01,0.929,0.014,0.116
17800,0.0,0.003,0.929,0.014,0.116
17801,0.0,0.007,0.929,0.014,0.116
17802,0.0,0.003,0.929,0.014,0.116
17803,0.0,0.003,0.943,0.014,0.116
17804,0.0,0.007,0.943,0.014,0.116
17805,0.0,0.01,0.943,0.014,0.116
17806,0.0,0.003,0.986,0.014,0.116
17807,0.0,0.003,1.0,0.014,0.116
17808,0.0,0.007,1.0,0.028,0.116
17809,0.0,0.01,1.0,0.007,0.116
17810,0.0,0.013,1.0,0.007,0.116
17811,0.0,0.016,1.0,0.007,0.116
17812,0.0,0.02,1.0,0.007,0.116
17813,0.0,0.023,1.0,0.007,0.116
17814,0.0,0.026,1.0,0.007,0.116
17815,0.0,0.029,0.986,0.007,0.116
17816,0.0,0.033,0.986,0.007,0.116
17817,0.0,0.036,0.971,0.007,0.116
17818,0.007,0.023,0.964,0.155,0.116
17819,0.0,0.007,0.943,0.028,0.115
17820,0.016,0.007,0.943,0.028,0.115
17821,0.0,0.007,0.957,0.028,0.116
17822,0.0,0.007,0.957,0.028,0.116
17823,0.0,0.007,0.957,0.028,0.115
17824,0.0,0.007,0.957,0.028,0.115
17825,0.0,0.007,0.957,0.028,0.114
17826,0.0,0.007,0.957,0.028,0.113
17827,0.0,0.007,0.986,0.056,0.113
17986,0.0,0.003,0.914,0.028,0.112
17988,0.0,0.003,0.743,0.014,0.112
18150,0.0,0.007,0.971,0.007,0.113
18151,0.0,0.01,0.971,0.007,0.113
18152,0.01,0.003,0.986,0.155,0.113
18153,0.0,0.007,0.957,0.007,0.113
