jobid,node_hours,queue_state,load,#nodes,rem_node-hours
10225,0.0,0.003,0.157,0.451,0.05
10226,0.005,0.003,0.157,0.451,0.05
10228,0.0,0.003,0.157,0.451,0.05
10229,0.0,0.003,0.157,0.451,0.05
10306,0.0,0.003,0.157,0.451,0.051
10307,0.0,0.003,0.157,0.451,0.051
10341,0.0,0.003,0.214,0.451,0.052
10342,0.0,0.003,0.214,0.451,0.052
10343,0.0,0.003,0.214,0.451,0.052
10356,0.0,0.003,0.214,0.451,0.052
10357,0.0,0.003,0.214,0.451,0.052
10358,0.0,0.003,0.214,0.451,0.052
10359,0.0,0.003,0.214,0.451,0.052
10462,0.0,0.003,0.186,0.676,0.056
10463,0.0,0.003,0.186,0.676,0.056
10464,0.0,0.003,0.157,0.676,0.056
10465,0.0,0.003,0.157,0.676,0.056
10470,0.0,0.003,0.157,0.676,0.056
10473,0.0,0.003,0.186,0.676,0.056
10475,0.0,0.003,0.157,0.676,0.056
10476,0.001,0.003,0.157,0.676,0.056
10509,0.0,0.003,0.0,0.451,0.056
10510,0.0,0.003,0.0,0.451,0.056
10511,0.0,0.003,0.0,0.451,0.056
11052,0.001,0.003,0.043,0.451,0.057
11053,0.001,0.003,0.029,0.451,0.057
11054,0.001,0.003,0.029,0.451,0.057
11090,0.001,0.007,0.029,0.451,0.057
11091,0.001,0.003,0.029,0.451,0.057
11092,0.001,0.003,0.029,0.451,0.057
12346,0.0,0.003,0.0,0.451,0.057
12347,0.0,0.003,0.0,0.451,0.057
12348,0.0,0.003,0.0,0.451,0.057
12364,0.0,0.007,0.043,0.451,0.057
12366,0.0,0.003,0.043,0.451,0.057
12368,0.0,0.003,0.043,0.451,0.057
12384,0.0,0.003,0.043,0.451,0.057
12385,0.0,0.003,0.043,0.451,0.057
12386,0.0,0.003,0.043,0.451,0.057
12405,0.0,0.003,0.0,0.451,0.057
12406,0.0,0.003,0.0,0.451,0.057
12407,0.0,0.003,0.0,0.451,0.057
12477,0.0,0.003,0.029,0.451,0.058
12479,0.0,0.003,0.029,0.451,0.058
12482,0.0,0.003,0.057,0.451,0.058
12618,0.0,0.003,0.207,0.451,0.058
12620,0.0,0.007,0.207,0.451,0.058
12732,0.0,0.052,0.329,0.451,0.058
12754,0.001,0.003,0.029,0.451,0.058
12756,0.001,0.003,0.029,0.451,0.058
12757,0.001,0.003,0.029,0.451,0.058
12785,0.0,0.003,0.057,0.451,0.058
12786,0.0,0.003,0.057,0.451,0.058
12787,0.0,0.003,0.057,0.451,0.059
12806,0.0,0.003,0.071,0.451,0.059
12807,0.001,0.003,0.071,0.901,0.059
12808,0.001,0.003,0.071,0.901,0.059
12857,0.0,0.003,0.071,0.451,0.059
12859,0.001,0.003,0.1,0.451,0.059
12861,0.001,0.003,0.071,0.451,0.059
12895,0.001,0.003,0.071,0.451,0.059
12901,0.0,0.003,0.071,0.451,0.059
12903,0.0,0.007,0.071,0.451,0.059
12904,0.0,0.003,0.071,0.451,0.059
12909,0.0,0.003,0.086,0.451,0.059
12910,0.0,0.003,0.086,0.451,0.059
12943,0.0,0.003,0.1,0.451,0.059
12945,0.001,0.003,0.129,0.676,0.059
12954,0.001,0.003,0.071,0.451,0.059
12955,0.001,0.003,0.071,0.451,0.059
12956,0.001,0.003,0.071,0.451,0.059
13386,0.0,0.003,0.229,0.338,0.059
13388,0.0,0.003,0.243,0.352,0.059
13389,0.0,0.003,0.229,0.366,0.059
13391,0.0,0.003,0.229,0.38,0.059
13392,0.0,0.003,0.229,0.394,0.059
13394,0.0,0.003,0.229,0.423,0.059
13395,0.0,0.003,0.229,0.437,0.059
13399,0.0,0.003,0.229,0.451,0.059
13401,0.0,0.003,0.229,0.465,0.059
13413,0.0,0.003,0.229,0.479,0.059
13416,0.0,0.003,0.229,0.493,0.059
13428,0.0,0.003,0.229,0.507,0.059
13429,0.0,0.003,0.229,0.521,0.059
13430,0.0,0.003,0.229,0.535,0.059
13431,0.0,0.003,0.229,0.549,0.059
13433,0.0,0.003,0.243,0.563,0.059
13435,0.0,0.003,0.229,0.577,0.059
13446,0.0,0.003,0.229,0.592,0.059
13447,0.0,0.003,0.229,0.606,0.059
13448,0.0,0.003,0.229,0.62,0.059
13450,0.0,0.003,0.243,0.634,0.059
13451,0.0,0.003,0.243,0.648,0.059
13452,0.0,0.003,0.243,0.662,0.059
13455,0.0,0.003,0.257,0.676,0.059
13457,0.0,0.003,0.243,0.69,0.059
13458,0.0,0.003,0.243,0.704,0.059
13459,0.0,0.003,0.243,0.718,0.059
13460,0.0,0.003,0.243,0.732,0.059
13461,0.0,0.003,0.243,0.746,0.059
13462,0.0,0.003,0.243,0.761,0.059
13463,0.0,0.003,0.229,0.775,0.059
13465,0.001,0.007,0.2,0.789,0.059
13476,0.0,0.01,0.2,0.803,0.059
13478,0.0,0.007,0.171,0.817,0.059
13482,0.001,0.003,0.157,0.831,0.059
13483,0.001,0.003,0.157,0.845,0.059
13484,0.001,0.003,0.143,0.859,0.059
13485,0.001,0.003,0.129,0.873,0.059
13486,0.001,0.003,0.114,0.887,0.059
13487,0.001,0.003,0.071,0.901,0.059
13488,0.001,0.003,0.071,0.915,0.059
13489,0.001,0.003,0.071,0.93,0.059
13490,0.001,0.003,0.057,0.944,0.059
13494,0.001,0.007,0.029,0.958,0.059
13592,0.001,0.007,0.029,0.972,0.059
13618,0.002,0.013,0.043,0.451,0.059
13639,0.002,0.069,0.043,0.451,0.059
13640,0.002,0.062,0.043,0.451,0.059
13704,0.001,0.056,0.014,0.986,0.059
14532,0.0,0.003,0.043,0.451,0.061
14533,0.0,0.003,0.043,0.901,0.061
14660,0.001,0.003,0.043,0.451,0.06
14663,0.001,0.003,0.014,0.451,0.06
