jobid,node_hours,queue_state,load,#nodes,rem_node-hours
10277,0.0,0.056,0.368,0.007,0.048
10278,0.0,0.056,0.311,0.007,0.048
10279,0.0,0.056,0.311,0.042,0.047
10280,0.0,0.056,0.337,0.007,0.047
10281,0.0,0.059,0.337,0.007,0.047
10282,0.0,0.056,0.342,0.007,0.047
10484,0.0,0.002,0.409,0.007,0.0
10485,0.001,0.054,0.415,0.111,0.048
10486,0.0,0.002,0.415,0.007,0.0
10487,0.0,0.056,0.415,0.007,0.048
10488,0.0,0.002,0.42,0.007,0.0
10489,0.0,0.005,0.42,0.007,0.017
10490,0.0,0.007,0.42,0.007,0.017
10491,0.0,0.005,0.435,0.014,0.017
10493,0.0,0.002,0.43,0.007,0.0
10494,0.0,0.005,0.43,0.007,0.0
10495,0.001,0.056,0.44,0.111,0.048
10496,0.0,0.059,0.44,0.007,0.048
10497,0.0,0.007,0.43,0.049,0.017
10500,0.0,0.059,0.43,0.014,0.048
10501,0.008,0.01,0.425,0.056,0.017
10502,0.0,0.059,0.378,0.014,0.048
10503,0.0,0.061,0.378,0.056,0.048
10504,0.0,0.012,0.378,0.014,0.017
10506,0.0,0.002,0.435,0.007,0.003
10508,0.0,0.056,0.373,0.056,0.048
10509,0.0,0.059,0.373,0.056,0.048
10510,0.0,0.059,0.409,0.014,0.048
10511,0.0,0.002,0.326,0.007,0.003
10519,0.0,0.059,0.337,0.056,0.048
10520,0.0,0.059,0.378,0.014,0.048
10521,0.039,0.059,0.378,0.111,0.048
10523,0.0,0.002,0.332,0.007,0.0
10524,0.0,0.064,0.321,0.014,0.048
10525,0.0,0.064,0.321,0.028,0.048
10526,0.0,0.01,0.321,0.007,0.02
10527,0.0,0.002,0.347,0.007,0.003
10528,0.001,0.064,0.342,0.111,0.048
10529,0.0,0.002,0.342,0.007,0.003
10530,0.0,0.002,0.425,0.007,0.003
10531,0.001,0.064,0.425,0.111,0.048
10535,0.0,0.01,0.301,0.007,0.02
10536,0.0,0.01,0.295,0.007,0.02
10789,0.0,0.002,0.404,0.007,0.003
10792,0.0,0.005,0.409,0.007,0.018
10793,0.0,0.002,0.415,0.007,0.003
10794,0.0,0.005,0.409,0.007,0.018
10862,0.0,0.002,0.311,0.028,0.003
10863,0.0,0.002,0.316,0.007,0.003
10864,0.0,0.002,0.311,0.028,0.003
10865,0.0,0.002,0.311,0.028,0.003
10866,0.0,0.002,0.332,0.028,0.003
10867,0.0,0.002,0.311,0.028,0.003
10868,0.002,0.027,0.332,0.028,0.042
10869,0.0,0.002,0.311,0.028,0.003
10870,0.0,0.002,0.311,0.028,0.003
10872,0.0,0.002,0.332,0.028,0.003
10873,0.003,0.032,0.332,0.028,0.042
10874,0.0,0.002,0.311,0.028,0.003
10875,0.0,0.002,0.332,0.028,0.003
10876,0.0,0.002,0.306,0.028,0.003
10877,0.0,0.005,0.326,0.014,0.018
10878,0.0,0.002,0.306,0.028,0.003
10879,0.0,0.005,0.326,0.014,0.018
11316,0.0,0.034,0.425,0.069,0.059
12050,0.0,0.002,0.389,0.014,0.003
12051,0.0,0.002,0.383,0.014,0.003
12052,0.008,0.032,0.373,0.056,0.043
12054,0.0,0.002,0.373,0.194,0.004
12055,0.013,0.034,0.332,0.056,0.043
12057,0.0,0.002,0.301,0.014,0.004
12157,0.0,0.042,0.446,0.007,0.067
12166,0.0,0.042,0.446,0.007,0.067
12197,0.0,0.042,0.435,0.014,0.062
12461,0.0,0.015,0.425,0.014,0.021
12462,0.0,0.017,0.415,0.014,0.021
12463,0.0,0.015,0.415,0.014,0.021
12464,0.0,0.017,0.415,0.014,0.021
12465,0.0,0.02,0.415,0.014,0.021
12466,0.0,0.022,0.425,0.014,0.021
12469,0.0,0.047,0.415,0.056,0.065
12490,0.02,0.047,0.425,0.056,0.065
12491,0.0,0.002,0.425,0.007,0.004
12492,0.0,0.049,0.425,0.056,0.064
12496,0.0,0.002,0.425,0.007,0.004
12497,0.0,0.049,0.435,0.007,0.064
12498,0.0,0.002,0.435,0.007,0.004
12499,0.0,0.049,0.44,0.056,0.064
12500,0.0,0.002,0.415,0.007,0.004
12501,0.0,0.002,0.404,0.007,0.004
12502,0.0,0.002,0.404,0.007,0.004
12503,0.0,0.002,0.409,0.007,0.004
