jobid,node_hours,queue_state,load,#nodes,rem_node-hours
12103,0.001,0.037,0.637,0.889,0.069
12636,0.002,0.051,0.01,0.847,0.062
12638,0.003,0.051,0.01,0.903,0.062
12639,0.003,0.054,0.01,0.903,0.062
12648,0.003,0.054,0.01,0.903,0.062
12649,0.002,0.049,0.005,0.896,0.063
13718,0.004,0.051,0.622,0.875,0.046
15660,0.04,0.002,0.642,0.667,0.031
15685,0.04,0.007,0.622,0.667,0.031
17545,0.002,0.091,0.668,0.889,0.037
17716,0.001,0.037,0.57,0.889,0.039
17762,0.009,0.044,0.627,0.889,0.041
17928,0.001,0.047,0.627,0.694,0.042
17930,0.005,0.049,0.627,0.694,0.042
18245,0.001,0.015,0.668,0.694,0.039
18246,0.001,0.017,0.668,0.694,0.039
18248,0.001,0.02,0.668,0.889,0.039
18330,0.008,0.015,0.627,0.694,0.04
18450,0.001,0.083,0.632,0.681,0.099
18451,0.002,0.083,0.508,0.847,0.099
18453,0.001,0.086,0.632,0.847,0.099
18458,0.002,0.088,0.653,0.889,0.099
18459,0.002,0.091,0.653,0.889,0.099
18463,0.002,0.093,0.663,0.903,0.099
18465,0.002,0.093,0.0,0.903,0.099
18467,0.002,0.096,0.674,0.903,0.1
18468,0.001,0.096,0.674,0.903,0.1
18471,0.002,0.088,0.679,0.889,0.1
18572,0.022,0.005,0.58,0.889,0.043
18638,0.002,0.051,0.611,0.799,0.128
