jobid,node_hours,queue_state,load,#nodes,rem_node-hours
10283,0.0,0.056,0.223,0.028,0.047
10284,0.002,0.056,0.223,0.028,0.047
10512,0.0,0.012,0.176,0.007,0.017
10513,0.0,0.002,0.176,0.007,0.0
10514,0.0,0.059,0.171,0.007,0.048
10515,0.0,0.002,0.176,0.007,0.003
10516,0.0,0.002,0.171,0.007,0.003
10517,0.0,0.059,0.088,0.056,0.048
10566,0.005,0.061,0.14,0.028,0.048
10880,0.0,0.002,0.14,0.028,0.003
10882,0.0,0.005,0.14,0.014,0.018
10883,0.0,0.002,0.15,0.021,0.003
10884,0.0,0.002,0.166,0.021,0.003
10885,0.0,0.005,0.088,0.014,0.018
10886,0.0,0.037,0.098,0.035,0.042
10887,0.0,0.002,0.124,0.007,0.003
10888,0.0,0.005,0.13,0.014,0.018
10890,0.0,0.005,0.114,0.014,0.018
10891,0.0,0.069,0.114,0.014,0.052
10892,0.0,0.002,0.114,0.021,0.003
10893,0.001,0.037,0.088,0.035,0.042
10894,0.0,0.005,0.114,0.014,0.018
10895,0.0,0.069,0.114,0.014,0.052
10896,0.0,0.005,0.114,0.014,0.018
10897,0.0,0.002,0.13,0.007,0.003
10898,0.0,0.002,0.124,0.007,0.003
10899,0.0,0.002,0.124,0.007,0.003
10900,0.0,0.002,0.119,0.007,0.003
10901,0.0,0.002,0.114,0.007,0.003
10902,0.0,0.002,0.114,0.007,0.003
10903,0.0,0.069,0.119,0.014,0.052
10904,0.0,0.005,0.114,0.014,0.018
10905,0.0,0.002,0.114,0.007,0.003
10906,0.0,0.069,0.119,0.028,0.052
10907,0.0,0.002,0.114,0.014,0.003
10908,0.0,0.002,0.119,0.007,0.003
10909,0.0,0.002,0.124,0.007,0.003
10910,0.0,0.002,0.124,0.007,0.003
10911,0.0,0.002,0.135,0.014,0.003
10912,0.0,0.002,0.13,0.014,0.003
10913,0.0,0.005,0.041,0.014,0.018
10914,0.0,0.002,0.062,0.014,0.003
10915,0.0,0.005,0.041,0.014,0.018
10916,0.0,0.002,0.041,0.007,0.003
10917,0.0,0.005,0.041,0.014,0.018
10918,0.0,0.005,0.041,0.014,0.018
10919,0.0,0.069,0.041,0.007,0.052
10920,0.0,0.069,0.016,0.007,0.052
12581,0.0,0.002,0.223,0.007,0.004
12582,0.0,0.002,0.228,0.007,0.004
12583,0.0,0.002,0.233,0.007,0.004
12584,0.0,0.051,0.233,0.014,0.062
12585,0.0,0.017,0.233,0.056,0.021
12586,0.0,0.002,0.233,0.007,0.004
12587,0.0,0.02,0.238,0.056,0.021
12588,0.0,0.002,0.238,0.007,0.004
12590,0.0,0.002,0.197,0.007,0.004
12591,0.0,0.002,0.202,0.007,0.004
12592,0.0,0.002,0.202,0.007,0.004
12593,0.0,0.002,0.202,0.007,0.004
12594,0.0,0.002,0.202,0.007,0.004
12595,0.0,0.002,0.202,0.007,0.004
12596,0.0,0.017,0.207,0.007,0.021
12597,0.0,0.017,0.202,0.056,0.021
12598,0.0,0.002,0.192,0.007,0.004
12599,0.0,0.002,0.192,0.007,0.004
12600,0.0,0.017,0.197,0.056,0.021
12601,0.0,0.017,0.233,0.007,0.021
12602,0.0,0.002,0.192,0.007,0.004
12603,0.0,0.002,0.202,0.007,0.004
12604,0.0,0.017,0.202,0.056,0.021
12605,0.0,0.051,0.187,0.007,0.062
12606,0.0,0.051,0.192,0.007,0.062
12607,0.001,0.017,0.187,0.167,0.021
12616,0.0,0.051,0.176,0.007,0.062
12617,0.0,0.017,0.181,0.056,0.021
12624,0.0,0.002,0.228,0.007,0.004
12642,0.0,0.061,0.01,0.007,0.062
12643,0.0,0.064,0.01,0.007,0.062
12644,0.0,0.066,0.01,0.007,0.062
12645,0.0,0.069,0.01,0.007,0.062
13894,0.0,0.017,0.259,0.007,0.047
13895,0.0,0.017,0.259,0.007,0.047
13896,0.0,0.002,0.259,0.007,0.004
13898,0.0,0.02,0.259,0.007,0.047
13899,0.004,0.02,0.238,0.028,0.047
13900,0.0,0.022,0.238,0.007,0.047
13901,0.008,0.022,0.238,0.056,0.047
13902,0.0,0.025,0.238,0.007,0.047
13903,0.008,0.027,0.238,0.056,0.047
13904,0.0,0.027,0.238,0.007,0.047
13905,0.0,0.027,0.238,0.007,0.047
13907,0.0,0.027,0.228,0.007,0.047
13908,0.001,0.051,0.233,0.014,0.068
13909,0.004,0.027,0.218,0.028,0.047
13910,0.0,0.029,0.218,0.007,0.047
13911,0.0,0.051,0.218,0.056,0.068
13912,0.0,0.029,0.259,0.007,0.046
13913,0.0,0.029,0.238,0.007,0.046
13914,0.0,0.029,0.238,0.007,0.046
13915,0.0,0.029,0.218,0.007,0.046
13916,0.0,0.029,0.218,0.007,0.046
13917,0.0,0.051,0.223,0.056,0.068
13918,0.0,0.029,0.218,0.007,0.046
13919,0.0,0.029,0.218,0.007,0.046
13920,0.0,0.029,0.218,0.007,0.046
13921,0.0,0.051,0.218,0.056,0.068
13922,0.0,0.029,0.197,0.007,0.046
13923,0.0,0.029,0.197,0.007,0.046
13924,0.002,0.051,0.202,0.056,0.068
13925,0.0,0.002,0.176,0.028,0.004
13927,0.0,0.002,0.197,0.028,0.004
13928,0.0,0.054,0.197,0.056,0.068
13929,0.0,0.054,0.197,0.056,0.068
13930,0.008,0.029,0.238,0.056,0.046
13931,0.0,0.054,0.135,0.111,0.068
13932,0.008,0.032,0.218,0.056,0.046
14021,0.0,0.034,0.145,0.007,0.046
14022,0.0,0.034,0.145,0.007,0.046
14023,0.0,0.034,0.145,0.007,0.046
14024,0.0,0.034,0.145,0.007,0.046
14025,0.0,0.034,0.145,0.007,0.046
14026,0.0,0.034,0.145,0.007,0.046
14027,0.0,0.034,0.145,0.007,0.046
14028,0.0,0.034,0.145,0.007,0.046
14029,0.0,0.002,0.145,0.014,0.004
14030,0.0,0.002,0.155,0.014,0.004
14031,0.0,0.002,0.145,0.014,0.004
14032,0.0,0.002,0.145,0.014,0.004
14033,0.0,0.002,0.145,0.014,0.004
14034,0.0,0.002,0.145,0.014,0.004
14035,0.0,0.002,0.145,0.014,0.004
14036,0.0,0.002,0.145,0.014,0.004
15027,0.018,0.037,0.093,0.056,0.077
15263,0.0,0.047,0.093,0.028,0.077
15264,0.01,0.022,0.052,0.111,0.047
15265,0.0,0.002,0.057,0.007,0.005
15266,0.0,0.002,0.057,0.007,0.005
15279,0.002,0.005,0.228,0.111,0.031
15624,0.034,0.02,0.073,0.083,0.048
15625,0.034,0.064,0.073,0.083,0.08
15626,0.006,0.066,0.073,0.083,0.08
15627,0.034,0.069,0.073,0.083,0.08
15628,0.0,0.005,0.073,0.007,0.03
15629,0.0,0.005,0.073,0.007,0.03
15630,0.0,0.005,0.073,0.007,0.03
15631,0.0,0.002,0.078,0.007,0.001
15632,0.0,0.002,0.078,0.007,0.001
15633,0.0,0.005,0.078,0.007,0.03
15646,0.0,0.066,0.005,0.174,0.083
15647,0.0,0.066,0.005,0.174,0.083
15648,0.004,0.066,0.005,0.083,0.083
15649,0.013,0.066,0.0,0.049,0.083
15650,0.007,0.069,0.0,0.049,0.083
15651,0.004,0.071,0.0,0.083,0.083
15652,0.0,0.005,0.0,0.007,0.03
15653,0.0,0.002,0.005,0.104,0.005
16441,0.0,0.002,0.228,0.007,0.006
16442,0.0,0.002,0.228,0.007,0.006
16443,0.0,0.002,0.228,0.007,0.006
16444,0.0,0.002,0.187,0.007,0.006
16445,0.0,0.002,0.187,0.007,0.006
16446,0.0,0.002,0.181,0.007,0.006
16447,0.0,0.002,0.181,0.007,0.006
16448,0.019,0.049,0.181,0.056,0.086
16449,0.02,0.051,0.176,0.056,0.086
16450,0.0,0.002,0.187,0.014,0.006
16451,0.0,0.002,0.187,0.014,0.006
16452,0.001,0.054,0.176,0.028,0.086
16453,0.001,0.056,0.176,0.028,0.086
16454,0.0,0.059,0.176,0.042,0.086
16455,0.0,0.002,0.176,0.007,0.006
16456,0.0,0.002,0.176,0.007,0.006
16457,0.0,0.002,0.192,0.014,0.006
16458,0.0,0.002,0.181,0.007,0.006
16459,0.0,0.002,0.181,0.007,0.006
16460,0.0,0.002,0.181,0.007,0.006
16461,0.0,0.061,0.181,0.069,0.086
16462,0.0,0.002,0.192,0.014,0.006
16463,0.0,0.025,0.181,0.174,0.049
16464,0.0,0.025,0.212,0.174,0.049
16466,0.0,0.015,0.212,0.014,0.034
16467,0.001,0.061,0.212,0.049,0.089
16468,0.0,0.002,0.223,0.014,0.006
16469,0.004,0.017,0.212,0.111,0.034
16470,0.0,0.002,0.223,0.014,0.006
16471,0.013,0.061,0.166,0.049,0.089
17066,0.0,0.002,0.207,0.028,0.006
17068,0.0,0.002,0.14,0.007,0.006
17069,0.0,0.002,0.135,0.007,0.006
17070,0.0,0.002,0.135,0.007,0.006
17071,0.0,0.002,0.135,0.007,0.006
17072,0.0,0.002,0.135,0.007,0.006
17073,0.0,0.002,0.135,0.007,0.006
17074,0.003,0.012,0.135,0.069,0.05
17075,0.003,0.015,0.135,0.069,0.05
17076,0.0,0.002,0.238,0.007,0.006
17077,0.0,0.002,0.238,0.007,0.006
17078,0.0,0.002,0.238,0.007,0.006
17079,0.0,0.002,0.244,0.007,0.006
17080,0.0,0.064,0.244,0.028,0.09
17081,0.0,0.002,0.244,0.007,0.006
17082,0.0,0.002,0.244,0.007,0.006
17083,0.0,0.002,0.244,0.007,0.006
17084,0.0,0.002,0.244,0.007,0.006
17085,0.0,0.002,0.244,0.007,0.006
17086,0.0,0.005,0.249,0.007,0.006
17087,0.0,0.002,0.244,0.007,0.006
17088,0.0,0.002,0.244,0.007,0.006
17089,0.0,0.066,0.244,0.007,0.09
17090,0.0,0.069,0.192,0.007,0.09
17091,0.0,0.002,0.187,0.007,0.006
17092,0.0,0.002,0.187,0.007,0.006
17093,0.0,0.002,0.187,0.007,0.001
17094,0.0,0.002,0.192,0.007,0.006
17095,0.0,0.002,0.197,0.007,0.006
17096,0.006,0.066,0.192,0.014,0.09
17097,0.0,0.069,0.187,0.028,0.09
17098,0.0,0.02,0.187,0.056,0.035
17099,0.01,0.012,0.187,0.056,0.05
17100,0.0,0.002,0.187,0.007,0.006
17101,0.0,0.002,0.187,0.007,0.006
17102,0.0,0.002,0.104,0.007,0.006
17103,0.0,0.002,0.104,0.007,0.001
17104,0.0,0.002,0.104,0.007,0.001
17106,0.0,0.002,0.052,0.007,0.001
17107,0.0,0.002,0.052,0.007,0.001
17108,0.001,0.015,0.0,0.069,0.05
17109,0.003,0.017,0.0,0.069,0.05
17110,0.0,0.002,0.0,0.007,0.001
17111,0.0,0.002,0.0,0.007,0.001
17112,0.0,0.002,0.0,0.007,0.001
17113,0.0,0.002,0.0,0.007,0.001
17114,0.0,0.002,0.0,0.007,0.001
17115,0.0,0.002,0.0,0.104,0.006
17116,0.001,0.002,0.0,0.056,0.001
17117,0.0,0.005,0.0,0.007,0.001
17118,0.0,0.074,0.0,0.111,0.09
17119,0.0,0.005,0.0,0.104,0.006
17120,0.0,0.007,0.0,0.104,0.006
17121,0.0,0.01,0.0,0.104,0.006
17122,0.0,0.012,0.0,0.104,0.006
17123,0.0,0.022,0.0,0.083,0.035
18291,0.0,0.002,0.187,0.007,0.001
18293,0.009,0.002,0.207,0.111,0.052
18295,0.011,0.005,0.207,0.056,0.052
18296,0.016,0.034,0.207,0.056,0.105
18297,0.0,0.037,0.207,0.007,0.104
18298,0.003,0.037,0.212,0.028,0.104
18299,0.0,0.037,0.187,0.007,0.104
18300,0.0,0.002,0.187,0.007,0.001
18301,0.0,0.037,0.192,0.007,0.104
18302,0.0,0.002,0.187,0.007,0.001
18303,0.001,0.007,0.192,0.069,0.052
18304,0.0,0.037,0.187,0.007,0.104
18305,0.002,0.002,0.192,0.056,0.001
18306,0.0,0.037,0.228,0.007,0.103
18307,0.015,0.015,0.233,0.056,0.038
18308,0.0,0.037,0.228,0.007,0.103
18309,0.0,0.037,0.228,0.007,0.103
18310,0.001,0.037,0.145,0.028,0.102
18311,0.001,0.039,0.145,0.028,0.099
18312,0.001,0.042,0.145,0.028,0.099
18313,0.001,0.012,0.145,0.028,0.039
18314,0.0,0.044,0.145,0.028,0.099
18315,0.011,0.015,0.145,0.062,0.038
18316,0.0,0.047,0.145,0.028,0.099
18317,0.0,0.049,0.145,0.028,0.099
18318,0.0,0.051,0.145,0.028,0.099
18319,0.013,0.054,0.145,0.049,0.099
18320,0.013,0.056,0.145,0.049,0.099
18321,0.0,0.007,0.145,0.007,0.052
18322,0.004,0.054,0.254,0.049,0.099
18323,0.014,0.056,0.254,0.111,0.099
18325,0.019,0.051,0.212,0.056,0.099
