jobid,node_hours,queue_state,load,#nodes,rem_node-hours
10000,0.013,0.059,0.653,0.097,0.063
10004,0.0,0.061,0.653,0.007,0.063
10013,0.001,0.064,0.694,0.056,0.063
10015,0.002,0.066,0.689,0.056,0.063
10024,0.019,0.071,0.689,0.056,0.062
10025,0.0,0.074,0.694,0.007,0.062
10036,0.019,0.069,0.694,0.056,0.062
10059,0.0,0.059,0.679,0.007,0.062
10060,0.0,0.059,0.674,0.007,0.062
10062,0.019,0.059,0.674,0.056,0.062
10084,0.0,0.059,0.679,0.007,0.061
10141,0.0,0.064,0.679,0.007,0.059
10161,0.0,0.061,0.684,0.056,0.059
10162,0.0,0.064,0.637,0.007,0.059
10163,0.0,0.064,0.679,0.007,0.059
10164,0.0,0.064,0.679,0.007,0.059
10171,0.0,0.064,0.679,0.007,0.058
10241,0.0,0.059,0.658,0.028,0.053
10243,0.0,0.059,0.637,0.028,0.053
10245,0.0,0.059,0.637,0.028,0.053
10247,0.0,0.056,0.611,0.028,0.052
10253,0.0,0.056,0.57,0.007,0.052
10255,0.001,0.056,0.575,0.042,0.051
10256,0.0,0.056,0.606,0.042,0.051
10259,0.0,0.056,0.637,0.042,0.051
10260,0.0,0.056,0.663,0.042,0.051
10262,0.0,0.056,0.658,0.042,0.051
10267,0.0,0.056,0.653,0.042,0.05
10268,0.0,0.056,0.617,0.007,0.05
10269,0.0,0.056,0.585,0.042,0.049
10287,0.0,0.044,0.622,0.056,0.063
10338,0.0,0.042,0.679,0.056,0.066
10468,0.0,0.071,0.668,0.007,0.05
10469,0.0,0.074,0.668,0.007,0.05
10470,0.0,0.056,0.601,0.007,0.05
10471,0.0,0.056,0.606,0.028,0.049
10472,0.0,0.056,0.627,0.007,0.049
10473,0.0,0.056,0.57,0.007,0.049
10474,0.0,0.056,0.57,0.007,0.049
10475,0.0,0.056,0.57,0.007,0.049
10499,0.0,0.059,0.596,0.007,0.048
10546,0.011,0.059,0.642,0.056,0.061
10547,0.02,0.061,0.642,0.056,0.059
10548,0.0,0.064,0.642,0.056,0.059
10549,0.0,0.064,0.642,0.014,0.059
10550,0.0,0.064,0.642,0.014,0.059
10552,0.0,0.064,0.658,0.007,0.058
10556,0.0,0.064,0.642,0.028,0.058
10598,0.021,0.027,0.601,0.056,0.065
10599,0.0,0.029,0.601,0.042,0.062
10601,0.0,0.027,0.596,0.042,0.061
10606,0.002,0.025,0.617,0.069,0.065
10612,0.006,0.025,0.575,0.056,0.062
10781,0.009,0.044,0.575,0.042,0.056
10786,0.009,0.047,0.617,0.042,0.056
10924,0.005,0.037,0.58,0.056,0.07
10925,0.013,0.039,0.575,0.056,0.067
10968,0.0,0.032,0.596,0.007,0.067
10969,0.0,0.032,0.596,0.007,0.067
10971,0.0,0.034,0.596,0.007,0.066
10974,0.0,0.034,0.606,0.007,0.066
10977,0.017,0.034,0.611,0.042,0.065
10979,0.017,0.037,0.622,0.042,0.065
10981,0.007,0.039,0.632,0.042,0.065
10985,0.0,0.042,0.637,0.028,0.065
10987,0.0,0.044,0.637,0.007,0.065
11025,0.0,0.044,0.601,0.028,0.065
11027,0.0,0.044,0.591,0.007,0.064
11037,0.0,0.047,0.596,0.007,0.064
11050,0.0,0.047,0.596,0.007,0.063
11051,0.0,0.047,0.596,0.007,0.063
11053,0.0,0.047,0.606,0.007,0.063
11054,0.0,0.047,0.606,0.007,0.063
11057,0.0,0.047,0.606,0.007,0.063
11064,0.0,0.047,0.606,0.007,0.062
11068,0.0,0.047,0.58,0.007,0.062
11070,0.0,0.047,0.58,0.069,0.062
11073,0.0,0.047,0.591,0.007,0.062
11074,0.0,0.049,0.58,0.056,0.062
11075,0.0,0.049,0.622,0.007,0.062
11082,0.0,0.049,0.622,0.007,0.062
11083,0.0,0.049,0.591,0.007,0.062
11086,0.0,0.049,0.591,0.007,0.061
11090,0.0,0.039,0.622,0.007,0.063
11091,0.0,0.037,0.627,0.035,0.042
11095,0.0,0.037,0.637,0.007,0.063
11099,0.0,0.034,0.632,0.014,0.065
11100,0.0,0.037,0.632,0.035,0.042
11125,0.0,0.029,0.606,0.028,0.066
11139,0.0,0.034,0.585,0.014,0.065
11144,0.0,0.034,0.58,0.007,0.065
11149,0.016,0.034,0.58,0.056,0.064
11152,0.002,0.037,0.591,0.069,0.063
11153,0.0,0.039,0.58,0.014,0.063
11196,0.0,0.034,0.565,0.014,0.059
11204,0.0,0.032,0.58,0.014,0.056
11205,0.0,0.032,0.58,0.014,0.056
11223,0.0,0.034,0.591,0.007,0.06
11224,0.0,0.037,0.591,0.007,0.06
11228,0.0,0.037,0.591,0.007,0.06
11230,0.0,0.037,0.591,0.007,0.059
