jobid,node_hours,queue_state,load,#nodes,rem_node-hours
10000,0.0,0.417,0.513,0.012,0.129
10001,0.0,0.424,0.513,0.012,0.129
10004,0.003,0.41,0.523,0.025,0.129
10005,0.0,0.403,0.534,0.012,0.128
10006,0.0,0.41,0.534,0.012,0.128
10007,0.0,0.417,0.534,0.012,0.128
10008,0.0,0.424,0.534,0.012,0.128
10118,0.0,0.382,0.553,0.012,0.123
10123,0.004,0.368,0.553,0.1,0.122
10124,0.003,0.361,0.533,0.025,0.123
10125,0.0,0.368,0.533,0.012,0.123
10126,0.0,0.375,0.533,0.012,0.123
10127,0.0,0.382,0.533,0.012,0.123
10128,0.0,0.389,0.533,0.012,0.123
10129,0.0,0.375,0.543,0.012,0.123
10131,0.0,0.361,0.553,0.012,0.123
10132,0.0,0.368,0.553,0.012,0.123
10133,0.0,0.375,0.553,0.012,0.123
10134,0.0,0.375,0.553,0.012,0.122
10144,0.011,0.354,0.44,0.05,0.118
10145,0.011,0.361,0.44,0.05,0.118
10146,0.011,0.368,0.44,0.05,0.118
10147,0.0,0.375,0.44,0.05,0.118
10148,0.011,0.382,0.44,0.05,0.118
10149,0.004,0.375,0.503,0.025,0.132
10150,0.0,0.382,0.492,0.012,0.132
10151,0.0,0.382,0.492,0.012,0.131
10152,0.005,0.382,0.501,0.012,0.131
10154,0.0,0.382,0.492,0.012,0.13
10155,0.0,0.382,0.482,0.012,0.13
10156,0.0,0.389,0.482,0.012,0.129
10157,0.0,0.396,0.482,0.012,0.129
10158,0.0,0.396,0.492,0.012,0.13
10160,0.001,0.389,0.503,0.012,0.13
10161,0.001,0.396,0.503,0.012,0.13
10162,0.001,0.403,0.503,0.012,0.13
10163,0.001,0.41,0.503,0.012,0.13
10164,0.0,0.403,0.482,0.012,0.128
10165,0.003,0.354,0.461,0.025,0.129
10166,0.001,0.361,0.461,0.012,0.129
10168,0.0,0.347,0.408,0.012,0.129
10169,0.001,0.354,0.408,0.012,0.129
10170,0.0,0.361,0.408,0.012,0.129
10171,0.001,0.368,0.408,0.012,0.129
10172,0.001,0.368,0.398,0.012,0.129
10173,0.0,0.368,0.409,0.025,0.129
10176,0.001,0.347,0.398,0.012,0.128
10177,0.001,0.347,0.409,0.012,0.128
10178,0.001,0.354,0.409,0.012,0.128
10179,0.0,0.361,0.409,0.012,0.128
10181,0.0,0.368,0.409,0.025,0.128
10182,0.016,0.361,0.43,0.1,0.127
10183,0.016,0.368,0.43,0.1,0.127
10184,0.002,0.368,0.409,0.1,0.128
10186,0.0,0.347,0.491,0.012,0.127
10187,0.0,0.354,0.491,0.012,0.127
10188,0.0,0.361,0.491,0.012,0.127
10189,0.0,0.368,0.491,0.012,0.127
10192,0.004,0.361,0.409,0.05,0.124
10193,0.0,0.361,0.398,0.012,0.123
10195,0.0,0.354,0.409,0.012,0.123
10196,0.0,0.361,0.409,0.012,0.123
10197,0.0,0.368,0.409,0.012,0.123
10198,0.0,0.375,0.409,0.012,0.123
10200,0.0,0.34,0.398,0.012,0.121
10201,0.0,0.347,0.398,0.012,0.121
10202,0.0,0.354,0.398,0.012,0.121
10203,0.0,0.361,0.398,0.012,0.121
10204,0.003,0.361,0.388,0.025,0.121
10205,0.001,0.361,0.397,0.012,0.122
10206,0.057,0.361,0.408,0.2,0.122
10210,0.004,0.347,0.336,0.025,0.12
10211,0.0,0.34,0.336,0.012,0.121
10214,0.0,0.34,0.337,0.012,0.12
10215,0.0,0.347,0.337,0.012,0.12
10216,0.0,0.347,0.348,0.012,0.12
10217,0.0,0.354,0.348,0.012,0.12
10218,0.001,0.354,0.346,0.012,0.12
10219,0.001,0.361,0.346,0.012,0.119
10220,0.001,0.368,0.346,0.012,0.119
10221,0.001,0.375,0.346,0.012,0.119
10222,0.001,0.382,0.346,0.012,0.119
10223,0.001,0.389,0.346,0.012,0.119
10224,0.001,0.396,0.346,0.012,0.119
10225,0.001,0.403,0.346,0.012,0.119
10228,0.0,0.396,0.337,0.012,0.118
10229,0.0,0.403,0.337,0.012,0.118
10230,0.0,0.41,0.337,0.012,0.118
10231,0.0,0.417,0.337,0.012,0.118
10232,0.0,0.424,0.326,0.012,0.118
10699,0.0,0.354,0.44,0.05,0.117
10722,0.0,0.375,0.448,0.025,0.116
10725,0.002,0.382,0.448,0.1,0.116
10729,0.0,0.396,0.419,0.012,0.115
10730,0.0,0.403,0.419,0.025,0.115
10732,0.001,0.41,0.41,0.025,0.115
10733,0.001,0.417,0.41,0.025,0.115
10734,0.001,0.424,0.41,0.025,0.115
10735,0.001,0.431,0.41,0.025,0.115
10736,0.001,0.438,0.41,0.025,0.115
10737,0.001,0.444,0.41,0.025,0.115
10738,0.001,0.451,0.41,0.025,0.115
10739,0.002,0.458,0.41,0.025,0.115
10740,0.001,0.465,0.41,0.025,0.115
10741,0.001,0.472,0.41,0.025,0.115
10742,0.001,0.479,0.41,0.025,0.115
10743,0.001,0.486,0.41,0.025,0.115
10782,0.005,0.597,0.348,0.05,0.114
10783,0.005,0.604,0.348,0.05,0.114
10784,0.005,0.611,0.342,0.05,0.114
10785,0.005,0.618,0.342,0.05,0.114
10786,0.005,0.625,0.342,0.05,0.114
10787,0.0,0.632,0.342,0.05,0.114
10949,0.0,0.312,0.375,0.012,0.0
10950,0.0,0.319,0.375,0.05,0.0
10951,0.0,0.326,0.375,0.012,0.0
10952,0.0,0.333,0.375,0.012,0.0
10953,0.0,0.34,0.375,0.012,0.0
10954,0.0,0.333,0.375,0.05,0.0
10955,0.001,0.34,0.375,0.05,0.0
10958,0.0,0.312,0.375,0.05,0.0
11194,0.001,0.556,0.448,0.025,0.129
11195,0.001,0.562,0.448,0.025,0.129
11213,0.0,0.403,0.523,0.012,0.133
11256,0.0,0.389,0.479,0.012,0.131
11257,0.0,0.396,0.479,0.012,0.131
11258,0.0,0.403,0.479,0.012,0.131
11297,0.001,0.354,0.521,0.025,0.126
11300,0.0,0.333,0.367,0.012,0.124
11301,0.0,0.34,0.367,0.012,0.123
11302,0.0,0.347,0.367,0.012,0.123
11303,0.0,0.354,0.367,0.012,0.123
11305,0.001,0.354,0.357,0.025,0.123
11306,0.001,0.361,0.367,0.025,0.123
11362,0.001,0.312,0.514,0.025,0.13
11363,0.001,0.319,0.514,0.025,0.13
11487,0.001,0.569,0.344,0.025,0.133
11622,0.001,0.528,0.482,0.025,0.13
11623,0.001,0.521,0.492,0.025,0.13
11732,0.001,0.431,0.555,0.025,0.138
11733,0.001,0.438,0.555,0.025,0.138
11747,0.001,0.438,0.555,0.025,0.135
11757,0.001,0.41,0.503,0.025,0.132
11758,0.001,0.417,0.503,0.025,0.132
11759,0.001,0.41,0.503,0.025,0.132
11760,0.001,0.417,0.503,0.025,0.132
11761,0.001,0.417,0.503,0.025,0.132
11762,0.004,0.41,0.501,0.025,0.131
11764,0.001,0.41,0.503,0.025,0.132
11765,0.001,0.403,0.523,0.012,0.132
11766,0.0,0.41,0.523,0.012,0.132
11767,0.0,0.417,0.523,0.012,0.132
11768,0.0,0.424,0.523,0.012,0.132
11776,0.0,0.396,0.529,0.012,0.131
11777,0.0,0.403,0.529,0.012,0.131
11778,0.0,0.41,0.529,0.012,0.131
11779,0.0,0.417,0.529,0.012,0.131
11780,0.001,0.417,0.487,0.025,0.131
11781,0.001,0.424,0.487,0.025,0.131
11782,0.001,0.431,0.487,0.025,0.131
11794,0.001,0.41,0.503,0.025,0.131
12407,0.0,0.451,0.544,0.012,0.133
12408,0.0,0.458,0.544,0.012,0.133
12409,0.001,0.424,0.523,0.025,0.134
12410,0.001,0.431,0.523,0.025,0.134
12411,0.001,0.438,0.523,0.025,0.134
12413,0.0,0.431,0.471,0.012,0.134
12414,0.0,0.431,0.555,0.012,0.137
12415,0.001,0.438,0.555,0.025,0.137
12418,0.004,0.424,0.555,0.025,0.136
12419,0.0,0.417,0.555,0.012,0.136
12420,0.0,0.424,0.555,0.012,0.136
12421,0.004,0.431,0.533,0.025,0.136
12423,0.0,0.424,0.534,0.012,0.135
12425,0.0,0.417,0.544,0.012,0.134
12426,0.0,0.424,0.544,0.012,0.134
12427,0.0,0.431,0.544,0.012,0.134
12428,0.001,0.403,0.512,0.025,0.135
12429,0.001,0.41,0.512,0.025,0.135
12430,0.001,0.417,0.512,0.025,0.135
12431,0.001,0.424,0.512,0.025,0.135
12432,0.0,0.389,0.522,0.012,0.136
12433,0.0,0.396,0.522,0.012,0.136
12434,0.0,0.396,0.533,0.012,0.136
12435,0.0,0.403,0.533,0.012,0.136
12436,0.0,0.382,0.553,0.012,0.134
12437,0.0,0.389,0.553,0.012,0.134
12438,0.0,0.396,0.553,0.012,0.134
12439,0.0,0.403,0.553,0.012,0.134
12441,0.0,0.389,0.555,0.012,0.133
12442,0.001,0.382,0.458,0.025,0.132
12443,0.001,0.389,0.438,0.025,0.132
12444,0.001,0.396,0.438,0.025,0.132
12445,0.001,0.382,0.5,0.025,0.132
12446,0.001,0.389,0.5,0.025,0.132
12447,0.001,0.382,0.521,0.025,0.133
12448,0.0,0.382,0.521,0.012,0.132
12449,0.0,0.389,0.521,0.012,0.132
12450,0.0,0.396,0.521,0.012,0.132
12451,0.0,0.403,0.521,0.012,0.132
12452,0.002,0.41,0.51,0.012,0.131
12465,0.001,0.326,0.51,0.012,0.132
12466,0.0,0.333,0.51,0.012,0.132
12467,0.0,0.34,0.51,0.012,0.132
12468,0.0,0.347,0.51,0.012,0.132
12470,0.001,0.333,0.47,0.025,0.131
12471,0.001,0.34,0.47,0.025,0.131
12472,0.001,0.326,0.491,0.025,0.132
12473,0.001,0.333,0.491,0.025,0.132
12474,0.001,0.34,0.491,0.025,0.132
12475,0.004,0.34,0.491,0.025,0.132
12477,0.004,0.326,0.492,0.025,0.132
12478,0.0,0.326,0.513,0.012,0.133
12479,0.0,0.333,0.513,0.012,0.132
12480,0.0,0.34,0.513,0.012,0.132
