jobid,node_hours,queue_state,load,#nodes,rem_node-hours
10002,927488,1,100352,256,102543616
10003,923136,1,100608,256,103471104
10009,925696,1,139264,256,102617088
10010,924672,1,137472,256,103515392
10020,1318912,1,139776,8192,880943104
10021,4014080,1,139776,8192,882262016
10036,118415360,1,141824,8192,882483200
10038,927232,1,149760,256,102681088
10039,922880,1,151808,256,103502336
10044,32512,1,152064,256,104361728
10045,69888,1,152064,256,104042240
10047,28672,1,152064,256,103576064
10048,58880,1,152320,256,103442944
10049,57600,1,150016,256,103044608
10054,923648,1,143616,256,102868480
10055,56576,1,135680,256,103767552
10056,928000,1,151808,256,103630592
10057,50432,1,152064,256,104465920
10058,50688,1,152064,256,104111872
10064,52224,1,152064,256,103879680
10067,48640,1,152064,256,103604224
10068,926976,1,151808,256,103193344
10069,54016,1,152064,256,104078592
10070,52224,1,151808,256,103820032
10075,924672,1,152064,256,103775232
10076,53248,1,152064,256,104478720
10085,51200,1,156160,256,103616768
10088,51200,1,145920,256,103401984
10090,923136,1,153856,256,103325952
10092,59392,1,152064,256,104198144
10094,60672,1,152064,256,104032256
10095,923648,1,145664,256,103837440
10104,924928,1,131328,256,103521280
10111,924672,1,123136,256,103935744
10117,927744,1,110592,256,103581696
10135,133632,1,127232,256,103873280
10136,925952,1,127488,256,103962368
10138,924672,1,127232,256,104492288
10153,929024,1,98560,256,104035328
10159,928256,1,98560,256,104505856
10167,922624,1,78080,256,104125696
10174,222208,1,82432,512,104735232
10175,925952,1,80640,256,104669696
10180,43264,1,80384,256,105390592
10185,930048,1,94464,256,104247296
10190,40192,1,96768,256,104741632
10191,925696,1,80128,256,104667392
10194,44032,1,78336,256,104812032
10199,924928,1,80128,256,104429568
10207,924928,1,80128,256,104675584
10208,44032,1,80384,256,105572864
10209,68352,1,80384,256,105294848
10212,928512,1,67840,256,104560896
10213,44288,1,68096,256,105449216
10226,927488,1,67840,256,104837632
10227,39168,1,68096,256,105554944
10233,44544,1,66048,256,105154816
10234,926208,1,63744,256,104773632
10239,41728,1,57856,256,105143552
10240,926976,1,57600,256,104873216
10242,40704,1,55808,256,105378304
10243,66816,1,57856,256,105269760
10244,924672,1,57600,256,105023488
10250,926208,1,24832,256,104953088
10251,39424,1,25088,256,105830656
10253,47872,1,25088,256,105591040
10254,926976,1,24832,256,105309440
10265,45056,1,22784,256,105236480
10266,923136,1,22784,256,105206272
10267,42496,1,23040,256,106104576
10268,927488,1,22784,256,105557760
10274,923904,1,20736,256,105528576
10281,922880,1,22784,256,106056960
10282,34560,1,20992,256,106908160
10287,927232,1,22784,256,105701632
10288,926720,1,22784,256,106247680
10300,926464,1,12288,256,105840896
10302,924416,1,10496,256,106746880
10307,135424,1,0,256,663199744
10308,1228800,1,0,8192,663335168
10309,126353408,1,0,131072,664563968
10310,114163712,1,0,131072,790917376
10313,672768,1,149504,256,106001920
10314,917504,2,149504,256,106001920
10315,513024,1,150016,256,107573760
10316,751872,2,150016,256,107525120
10317,479232,3,147968,512,107485696
10320,45568,4,147968,256,107087360
10321,55808,5,82432,256,107062272
10322,921600,6,82432,256,106886656
10323,930048,7,82432,256,106801152
10326,41746432,1,39168,32768,0
10328,111360,1,157440,256,108959744
10329,1541120,1,157440,1024,108771072
10330,953417728,1,121600,65536,10452992
10335,50944,1,153600,256,109097984
10336,70400,1,151552,256,108151552
10337,95232,1,155904,256,107904000
10338,58880,1,154368,256,107236864
10339,94720,2,154368,512,107086336
10341,7497728,1,154368,2048,106889216
10342,64512,1,156160,256,114163712
10348,925696,1,155648,256,112321792
10349,923648,1,155904,256,113038592
10350,46336,2,155904,256,112992512
10351,97536,1,156160,256,113199616
10352,69120,1,156416,256,112805632
10353,180992,1,156416,256,111801856
10355,69120,1,147968,256,107123456
10356,922112,1,141568,256,106834432
10357,921856,1,141568,256,107739392
10358,201728,2,141568,256,107731712
10359,191488,1,140032,256,108570368
10360,290304,1,139776,256,107892992
10361,921856,1,137472,256,106942208
10362,924160,1,137472,256,107858944
10363,59904,2,137472,256,107847168
10364,108800,1,137728,256,108692480
10365,59648,1,137984,256,108751616
10366,57600,2,137984,256,108661760
10367,58112,3,137984,256,108660992
10368,57856,4,137984,256,108658688
10369,55040,5,137984,256,108657152
10371,62464,1,138240,256,108492288
10372,62720,2,138240,256,108471808
10373,66048,3,138240,256,108468736
10374,60416,4,138240,256,108465664
10375,60160,5,138240,256,108463616
10376,59392,1,139008,256,108539392
10377,58368,2,139008,256,108435456
10378,60416,3,139008,256,108430080
10379,58368,4,139008,256,108426496
10380,61184,5,139008,256,108424704
10381,113920,6,138752,256,108399616
10382,59392,1,139008,256,108377088
10383,53248,2,139008,256,108353792
10384,56064,3,139008,256,108346624
10385,64768,4,139008,256,108343040
10386,63744,5,139008,256,108337664
10387,64256,6,139008,256,108334080
10388,65024,7,139008,256,108328704
10389,80128,8,139008,256,108323328
10390,66048,9,139008,256,108319744
10391,64256,10,139008,256,108314368
10392,66816,11,139008,256,108310784
10393,60672,12,139008,256,108308992
10394,64768,13,139008,256,108305408
10395,62464,14,139008,256,108303616
10396,66816,15,139008,256,108301824
10397,64000,16,139008,256,108300032
10398,270336,13,122368,256,108229632
10399,62464,12,122368,256,108423168
10400,47616,12,122624,256,108418304
10401,55808,13,122624,256,108416512
10402,58112,14,122624,256,108414720
10403,56064,15,122624,256,108412928
10404,60160,16,122624,256,108411136
10406,107520,3,139008,256,107783680
10407,52736,1,138240,256,107647744
10408,135168,1,137984,256,107514368
10409,99840,1,137984,256,107631360
10410,922880,1,137984,256,107534592
10411,922368,1,137984,256,108353280
10412,284160,2,137984,256,108310272
10413,39680,1,137984,256,109466368
10416,73216,1,72704,512,109063680
10417,145408,2,70400,1024,109038080
10418,172032,1,105216,1024,108742656
10420,36864,1,109056,256,108576000
10421,34304,2,109056,256,108567296
10422,34048,3,109056,256,108566272
10423,40448,4,109056,256,108563712
10424,36608,5,109056,256,108562176
10427,91136,1,113408,256,108428800
10428,36096,2,113408,256,108416512
10429,33792,3,113408,256,108414976
10430,41728,4,113408,256,108413440
10431,35840,5,113408,256,108412672
10432,36352,6,113408,256,108411904
10435,35328,1,116224,256,108410112
10436,35328,2,116224,256,108340992
10437,35328,3,116224,256,108337920
10438,40960,4,116224,256,108336384
10439,43520,5,116224,256,108334848
10440,94464,1,113408,256,108182016
10451,124928,1,117248,256,107920384
10460,390400,1,84224,256,107623680
10461,923392,1,84224,256,108013568
10462,924160,2,84224,256,108012800
10472,33536,1,123392,256,108792064
10473,34560,2,123392,256,108762880
10474,34560,3,121344,256,108761856
10475,37120,4,121344,256,108760320
10476,30208,5,121344,256,108758784
10481,36096,1,124416,256,108691456
10482,36608,2,124416,256,108683776
10483,38656,3,124416,256,108680704
10484,33280,4,124416,256,108677632
10485,34048,5,124416,256,108674560
10487,38656,2,122112,256,108512000
10488,35840,3,122112,256,108510720
10489,32768,4,122112,256,108509440
10490,32256,5,122112,256,108506880
10491,38144,6,122112,256,108505600
10494,38656,1,121856,256,108390144
10495,39680,2,121856,256,108342016
