jobid,node_hours,queue_state,load,#nodes,rem_node-hours
10212,68238,3,330,306,1892488
10270,5104256,4,332,128,1892488
10295,8307200,5,319,128,1892488
10319,4477,6,332,37,1892488
10447,15133,5,332,37,7216984
10452,4588,6,332,37,7008088
10453,4329,7,332,37,6970712
10454,5143,8,332,37,6970456
10455,4699,9,332,37,6970200
10535,131683,5,98,37,1948785
10536,4255,5,135,37,2080468
10537,4440,6,135,37,2074992
10538,7067,7,135,37,2074918
10539,6586,8,135,37,2074844
10589,152082,4,29,306,2025976
10590,61812,4,335,306,2178058
10596,62118,4,28,306,2151742
10597,19918152,4,0,306,2152048
10600,142290,5,0,306,2152048
10604,75582,4,0,306,2296480
10855,66402,4,333,306,3863200
11213,66800,5,106,200,3863200
11250,63954,4,331,306,3944994
11251,13037436,5,332,306,3944994
11435,5262592,6,112,128,3944994
11448,7242,1,337,1,220332
11467,58996,1,1,2,222102
11469,68160,5,1,320,4011396
11472,64320,4,1,320,4143510
11474,92716,2,321,2,222102
11475,158400,4,1,320,4165590
11476,24704,5,1,128,4165590
11477,86784,5,1,256,4190294
11478,60894,5,1,306,4277078
11573,7884288,3,338,128,7635320
11602,12574,1,336,2,227216
11620,5340,1,337,4,227268
11688,7540,1,335,4,229380
11697,4960,1,336,4,228824
11706,111328,1,335,16,229956
11711,28864,1,323,16,269976
11712,54096,1,241,16,233592
11713,463424,2,241,32,233592
11745,1530368,3,337,32,233592
11746,1539168,4,337,32,233592
11747,963200,5,337,32,233592
11748,9760,6,337,32,233592
11749,240480,7,337,32,233592
11750,1558624,8,337,32,233592
11751,9280,9,337,32,233592
11871,116496,9,338,16,238808
11883,3528,10,328,8,235160
11889,23192,10,329,8,235432
11898,18992,10,334,8,236072
11899,18376,10,289,8,236712
11903,520,2,337,4,5790482
11905,7953536,3,337,128,5787282
11998,178,8,329,1,289240
12002,5190,8,331,1,289418
12012,5616,8,264,1,289513
12027,5348,8,104,1,290345
12043,4899,8,153,1,290432
12086,2480,8,55,1,292306
12217,27008,1,337,128,7074990
12276,459520,2,338,128,6244654
12277,496,3,338,4,6244654
12342,356,3,307,4,6244706
12579,2277632,1,338,128,6270786
12748,603,1,337,1,447906
12774,14848,1,275,128,6299074
12881,40832,2,329,128,6299074
12882,40064,3,329,128,6299074
12883,157184,4,329,128,6299074
12976,232,3,319,4,6300994
13174,43520,2,337,128,6341290
13175,47104,3,337,128,6341290
13218,135552,3,337,128,6382890
13377,658880,4,292,64,6382890
13547,35910,4,323,114,6426410
13949,2880,3,271,64,6625066
14011,10232,4,327,4,6625066
14499,674304,1,323,64,6683416
14546,26790,2,328,114,6683416
14820,8303616,2,298,128,6689240
14858,56088,2,333,114,6691178
14861,42368,3,325,128,6691178
14916,8752,4,331,4,6691178
15046,60480,4,184,64,6691330
15079,1760896,5,398,64,6691330
15253,7395066,4,331,114,6781696
15283,173824,5,208,128,6781696
15404,887040,4,336,128,11087744
15507,453760,4,336,128,6862336
15683,382464,4,336,128,11605648
15782,1851776,4,332,128,8852020
16142,1695408,2,337,114,7385760
16172,1851648,3,318,128,7385760
16180,45,4,337,1,7385760
16186,56,4,335,1,7385767
16196,128000,1,337,256,447994
16197,43,4,337,1,7385823
16303,45,3,325,1,7430794
16315,45,3,323,1,7430839
16319,104,3,321,2,7430884
16322,108,3,322,2,7430988
16323,100,3,322,2,7431096
16326,108,3,324,2,7431102
16335,108,3,320,2,7431122
16340,1365,3,327,15,7431138
16352,61184,4,296,128,7431138
16408,5464320,4,336,128,7432263
16499,7360830,5,333,306,7432263
16590,148800,6,80,320,7432263
16746,23040,1,288,256,498938
17033,905856,4,208,128,7666439
17241,3613800,3,329,114,7666439
17243,690,4,337,15,7666439
17260,1185,5,336,15,7666439
17356,26312,4,144,184,7667249
17357,29808,4,328,184,7693561
17364,8310016,4,175,128,7690249
17369,39123,5,175,161,7690249
17579,8311936,4,48,128,7746130
17593,46818,5,28,306,7746130
17595,151164,5,28,306,7792948
17658,1275,5,336,15,8497360
17660,1395,6,336,15,8440138
17859,1485,4,336,15,8004622
17860,1290,5,336,15,8004622
18357,3196544,1,333,128,8104717
18405,10940,2,161,2,8104717
18517,3240,2,252,2,8104753
18525,55296,1,267,256,505850
18607,59,2,333,1,8106177
18608,54,2,329,1,8106187
18614,60,2,330,1,8106241
18615,132,2,330,2,8106301
